Ticker,returnOnAssets,grossMargins,operatingMargins,revenueGrowth,earningsGrowth,currentRatio,marketCap,Label
EMTK,0.01316,0.29541,0.0387,0.703,,7.419,72460149981184.0,Tidak Memenuhi
BUKA,-0.00338,0.08525,0.09558,0.661,19.721,32.346,17328982982656.0,Tidak Memenuhi
WIRG,0.061979998,0.11021,0.06159,0.017,0.224,1.778,1277432561664.0,Tidak Memenuhi
IOTF,0.011410001,0.38092998,0.01544,-0.043,,6.482,454965624832.0,Tidak Memenuhi
DCII,0.18136999,0.5718,0.43271,0.612,0.387,1.223,620131470278656.0,Tidak Memenuhi
MTDL,0.07356,0.08248,0.047509998,0.056,-0.036,1.809,7488899383296.0,Tidak Memenuhi
DMMX,0.021860002,0.09909,0.030250002,-0.523,,2.562,2947330605056.0,Tidak Memenuhi
MLPT,0.06653,0.1543,0.12448,0.23,1.477,1.031,150000004759552.0,Tidak Memenuhi
ELIT,0.07749,0.25675,0.10031,-0.122,0.176,1.321,361572925440.0,Tidak Memenuhi
TOSK,0.03446,0.01721,0.00602,-0.279,0.625,2.903,323770515456.0,Tidak Memenuhi
KREN,-0.03033,0.03358,-0.04267,-0.404,,2.47,273063723008.0,Tidak Memenuhi
PTSN,0.04937,0.14298001,0.0758,1.053,0.414,1.245,2093851475968.0,Tidak Memenuhi
KIOS,-0.03267,0.01723,-0.22017,-0.875,,3.596,76386263040.0,Tidak Memenuhi
CYBR,0.18643999,0.47208,0.06294,0.545,,4.372,9411574628352.0,Tidak Memenuhi
JATI,0.04221,0.14927,0.05751,0.11,9.884,1.675,358877200384.0,Tidak Memenuhi
LUCK,-0.04839,0.122209996,-0.072119996,-0.216,,9.182,73006465024.0,Tidak Memenuhi
IRSX,-0.01176,0.00484,-0.0167,-0.827,,65.041,1300959985664.0,Tidak Memenuhi
EDGE,0.045890003,0.41527,0.2687,-0.269,-0.726,0.787,8990112088064.0,Tidak Memenuhi
TFAS,-0.0065200003,0.03525,-0.010679999,-0.284,,2.951,410890600448.0,Tidak Memenuhi
MCAS,-0.0065200003,0.03041,-0.010779999,-0.395,,2.151,711417331712.0,Tidak Memenuhi
DIVA,0.02194,0.044910002,0.0071799997,-0.266,,11.632,285597466624.0,Tidak Memenuhi
MSTI,0.13058,0.1865,0.12229,-0.257,-0.223,3.8,4410880032768.0,Tidak Memenuhi
ZYRX,0.04404,0.18622999,0.07014,-0.209,-0.583,2.307,193333510144.0,Tidak Memenuhi
MPIX,0.088,0.026719999,0.00789,0.083,-0.495,8.668,100000178176.0,Tidak Memenuhi
HDIT,-0.0233,-0.0012800001,-12.2545395,-0.99,,9.08,65561235456.0,Tidak Memenuhi
TRON,-0.0063099996,0.16621,-0.5461,-0.515,,2.217,230100008960.0,Tidak Memenuhi
NFCX,-0.01158,0.025220001,-0.01471,-0.356,,2.132,1192342061056.0,Tidak Memenuhi
AWAN,0.04901,0.60419,0.11943,0.121,7.966,2.886,810660003840.0,Tidak Memenuhi
UVCR,-0.01402,0.03786,0.00899,0.191,0.491,1.548,148010729472.0,Tidak Memenuhi
AREA,0.02549,0.48389998,0.16204001,0.257,-0.404,3.689,1384082440192.0,Tidak Memenuhi
AXIO,0.0573,0.16214001,0.03986,0.443,0.732,1.445,735855902720.0,Tidak Memenuhi
BELI,,0.18694,-0.113800004,0.248,,1.381,50600574189568.0,Tidak Memenuhi
ATIC,0.07226,0.13645001,0.07783,-0.227,0.214,1.143,1157680594944.0,Tidak Memenuhi
GLVA,0.068969995,0.13002,0.03,-0.193,-0.66,1.563,534000009216.0,Tidak Memenuhi
ENVY,,,,,,,89999998976.0,Tidak Memenuhi
TECH,,,,,,,62815002624.0,Tidak Memenuhi
LMAS,,,,,,,39392600064.0,Tidak Memenuhi
SKYB,,,,,,,29834999808.0,Tidak Memenuhi
GIAA,0.029240001,0.19351,0.056760002,-0.093,,0.441,2976956284928.0,Tidak Memenuhi
SMDR,0.056649998,0.21278,0.120950006,0.182,0.743,2.612,5174689529856.0,Tidak Memenuhi
BLOG,,0.19997999,0.14745,0.237,0.534,1.488,1706641063936.0,Tidak Memenuhi
BIRD,0.054190002,0.32126,0.14197,0.133,0.157,1.295,4428716834816.0,Memenuhi
ASSA,0.07628,0.33785,0.19563,0.24,0.702,1.132,3931061354496.0,Tidak Memenuhi
TMAS,0.08219,0.18507,0.10840999,0.002,-0.313,1.482,7392951009280.0,Tidak Memenuhi
IMJS,0.00411,0.27742,0.07743,0.045,0.144,1.496,1973186068480.0,Tidak Memenuhi
LAJU,0.00997,0.12625,0.056209996,0.211,-0.18,1.444,146196119552.0,Tidak Memenuhi
CMPP,-0.08379,0.12073,-0.11419,-0.026,,0.064,1025771962368.0,Tidak Memenuhi
HAIS,0.07549,0.2342,0.1344,-0.131,-0.332,1.675,562017468416.0,Tidak Memenuhi
PURA,0.03024,0.12771,0.10465,-0.036,-0.108,1.495,157548281856.0,Tidak Memenuhi
NELY,0.07383,0.35407,0.21911,-0.307,-0.942,3.313,817800019968.0,Tidak Memenuhi
TNCA,0.01721,0.19510001,0.06601,-0.157,,3.448,99507036160.0,Tidak Memenuhi
KJEN,-0.00558,0.50379,0.09797,-0.494,-0.703,4.705,95500001280.0,Tidak Memenuhi
JAYA,0.02644,0.35720003,0.060450003,-0.408,-0.923,0.781,85439438848.0,Tidak Memenuhi
MITI,0.02496,0.28319,0.09402,-0.42,,7.063,1076383580160.0,Tidak Memenuhi
MPXL,0.04267,0.15951,-0.08194,-0.53,,1.178,484003577856.0,Tidak Memenuhi
TAXI,-0.04897,-1.08121,-2.06155,-0.166,,38.34,143131049984.0,Tidak Memenuhi
WEHA,0.06612,0.34423,0.16837999,0.021,0.077,0.993,154818822144.0,Memenuhi
TRUK,-0.042329997,0.14037,-0.05767,-0.099,,1.318,127889997824.0,Tidak Memenuhi
HATM,0.083730005,0.26527,0.25313,0.268,-0.234,4.528,2395679752192.0,Memenuhi
GTRA,0.08218,0.39224997,0.20807,0.336,0.246,1.526,583467532288.0,Tidak Memenuhi
SAPX,0.0130900005,0.18361999,0.04125,-0.22,-0.559,2.474,280000004096.0,Tidak Memenuhi
AKSI,0.02325,0.106879994,-0.056399997,0.001,,2.217,289440006144.0,Tidak Memenuhi
MIRA,-0.012920001,-0.00093999994,-0.2023,-0.129,,0.732,102997753856.0,Tidak Memenuhi
SDMU,-0.0365,0.33696997,-0.29833,-0.14,,0.301,69248720896.0,Tidak Memenuhi
ELPI,0.06673,0.28929,0.18260999,-0.296,-0.373,6.905,3409519837184.0,Tidak Memenuhi
TRJA,0.044699997,0.2167,0.08149,-0.107,-0.734,0.89,234081009664.0,Tidak Memenuhi
KLAS,0.07877,0.38264,0.16428,0.303,0.197,1.514,481062912000.0,Tidak Memenuhi
BLTA,0.052529998,0.60236,0.2204,0.1,-0.195,1.236,777274785792.0,Tidak Memenuhi
BPTR,0.04975,0.35075,0.28506002,0.179,0.025,0.394,321593999360.0,Tidak Memenuhi
SAFE,0.15735,0.31094998,0.21094999,-0.082,-0.405,0.242,104574656512.0,Tidak Memenuhi
HELI,0.059609998,0.18583,0.21424,-0.19,-0.373,0.612,204884148224.0,Tidak Memenuhi
LRNA,-0.044660002,0.09285,-0.33194,-0.353,,0.789,61600006144.0,Tidak Memenuhi
DEAL,,,,,,,6877026304.0,Tidak Memenuhi
